"Date","Close"
"10/03/11",10.6553
"10/04/11",10.80871
"10/05/11",10.93995
"10/06/11",11.12333
"10/07/11",11.10312
"10/10/11",11.43318
"10/11/11",11.4163
"10/12/11",11.51885
"10/13/11",11.47813
"10/14/11",11.64449
"10/17/11",11.397
"10/18/11",11.57705
"10/19/11",11.50462
"10/20/11",11.54178
"10/21/11",11.80879
"10/24/11",11.91362
"10/25/11",11.70662
"10/26/11",11.86904
"10/27/11",12.20855
"10/28/11",12.23111
"10/31/11",11.95501
"11/01/11",11.65796
"11/02/11",11.83604
"11/03/11",12.04447
"11/04/11",11.98324
"11/07/11",12.06839
"11/08/11",12.17018
"11/09/11",11.78094
"11/10/11",11.89379
"11/11/11",12.15368
"11/14/11",12.07898
"11/15/11",12.09616
"11/16/11",11.90559
"11/17/11",11.77073
"11/18/11",11.79616
"11/21/11",11.54731
"11/22/11",11.49372
"11/23/11",11.25755
"11/25/11",11.23178
"11/28/11",11.52301
"11/29/11",11.55563
"11/30/11",12.04568
"12/01/11",12.02003
"12/02/11",12.01942
"12/05/11",12.09783
"12/06/11",12.15013
"12/07/11",12.19637
"12/08/11",11.9977
"12/09/11",12.18426
"12/12/11",12.02139
"12/13/11",11.95494
"12/14/11",11.82348
"12/15/11",11.86881
"12/16/11",11.86639
"12/19/11",11.76626
"12/20/11",12.10358
"12/21/11",12.10774
"12/22/11",12.16965
"12/23/11",12.294
"12/27/11",12.29135
"12/28/11",12.15141
"12/29/11",12.28704
"12/30/11",12.21756
"01/03/12",12.39738
"01/04/12",12.41842
"01/05/12",12.4157
"01/06/12",12.35992
"01/09/12",12.39269
"01/10/12",12.46247
"01/11/12",12.44945
"01/12/12",12.47102
"01/13/12",12.42206
"01/17/12",12.48207
"01/18/12",12.57895
"01/19/12",12.62398
"01/20/12",12.72048
"01/23/12",12.70882
"01/24/12",12.67575
"01/25/12",12.75696
"01/26/12",12.73463
"01/27/12",12.66046
"01/30/12",12.65372
"01/31/12",12.63291
"02/01/12",12.71646
"02/02/12",12.70541
"02/03/12",12.86223
"02/06/12",12.84513
"02/07/12",12.8782
"02/08/12",12.88395
"02/09/12",12.89046
"02/10/12",12.80123
"02/13/12",12.87404
"02/14/12",12.87828
"02/15/12",12.78095
"02/16/12",12.90408
"02/17/12",12.94987
"02/21/12",12.96569
"02/22/12",12.93867
"02/23/12",12.98469
"02/24/12",12.98295
"02/27/12",12.98151
"02/28/12",13.00512
"02/29/12",12.95207
"03/01/12",12.9803
"03/02/12",12.97757
"03/05/12",12.96281
"03/06/12",12.75915
"03/07/12",12.83733
"03/08/12",12.90794
"03/09/12",12.92202
"03/12/12",12.95971
"03/13/12",13.17768
"03/14/12",13.1941
"03/15/12",13.25276
"03/16/12",13.23262
"03/19/12",13.23913
"03/20/12",13.17019
"03/21/12",13.12462
"03/22/12",13.04614
"03/23/12",13.08073
"03/26/12",13.24163
"03/27/12",13.19773
"03/28/12",13.12621
"03/29/12",13.14582
"03/30/12",13.21204
"04/02/12",13.26449
"04/03/12",13.19955
"04/04/12",13.07475
"04/05/12",13.06014
"04/09/12",12.92959
"04/10/12",12.71593
"04/11/12",12.80539
"04/12/12",12.98658
"04/13/12",12.84959
"04/16/12",12.92141
"04/17/12",13.11554
"04/18/12",13.03275
"04/19/12",12.9641
"04/20/12",13.02926
"04/23/12",12.92717
"04/24/12",13.00156
"04/25/12",13.09072
"04/26/12",13.20462
"04/27/12",13.22831
"04/30/12",13.21363
"05/01/12",13.27932
"05/02/12",13.26857
"05/03/12",13.20659
"05/04/12",13.03827
"05/07/12",13.00853
"05/08/12",12.93209
"05/09/12",12.83506
"05/10/12",12.85504
"05/11/12",12.8206
"05/14/12",12.69535
"05/15/12",12.632
"05/16/12",12.59855
"05/17/12",12.44249
"05/18/12",12.36938
"05/21/12",12.50448
"05/22/12",12.50281
"05/23/12",12.49615
"05/24/12",12.52975
"05/25/12",12.45483
"05/29/12",12.58069
"05/30/12",12.41986
"05/31/12",12.39345
"06/01/12",12.11857
"06/04/12",12.10146
"06/05/12",12.12795
"06/06/12",12.41479
"06/07/12",12.46096
"06/08/12",12.5542
"06/11/12",12.41123
"06/12/12",12.5738
"06/13/12",12.49638
"06/14/12",12.65191
"06/15/12",12.76717
"06/18/12",12.74182
"06/19/12",12.83733
"06/20/12",12.82439
"06/21/12",12.57357
"06/22/12",12.64078
"06/25/12",12.50266
"06/26/12",12.53467
"06/27/12",12.62701
"06/28/12",12.60226
"06/29/12",12.88009
"07/02/12",12.87139
"07/03/12",12.94382
"07/05/12",12.89667
"07/06/12",12.77247
"07/09/12",12.73629
"07/10/12",12.65312
"07/11/12",12.60453
"07/12/12",12.57327
"07/13/12",12.77709
"07/16/12",12.72721
"07/17/12",12.80554
"07/18/12",12.9087
"07/19/12",12.94336
"07/20/12",12.82257
"07/23/12",12.72146
"07/24/12",12.61732
"07/25/12",12.67605
"07/26/12",12.88793
"07/27/12",13.07566
"07/30/12",13.07301
"07/31/12",13.00868
"08/01/12",12.97106
"08/02/12",12.87888
"08/03/12",13.09617
"08/06/12",13.11751
"08/07/12",13.1686
"08/08/12",13.17564
"08/09/12",13.16519
"08/10/12",13.20795
"08/13/12",13.16943
"08/14/12",13.17214
"08/15/12",13.16478
"08/16/12",13.25011
"08/17/12",13.2752
"08/20/12",13.27164
"08/21/12",13.20358
"08/22/12",13.17276
"08/23/12",13.05746
"08/24/12",13.15797
"08/27/12",13.12467
"08/28/12",13.10299
"08/29/12",13.10748
"08/30/12",13.00071
"08/31/12",13.09084
"09/04/12",13.03594
"09/05/12",13.04748
"09/06/12",13.292
"09/07/12",13.30664
"09/10/12",13.25429
"09/11/12",13.32336
"09/12/12",13.33335
"09/13/12",13.53986
"09/14/12",13.59337
"09/17/12",13.5531
"09/18/12",13.56464
"09/19/12",13.57796
"09/20/12",13.59693
"09/21/12",13.57947
"09/24/12",13.55892
"09/25/12",13.45755
"09/26/12",13.41351
"09/27/12",13.48597
"09/28/12",13.43713
"10/01/12",13.51511
"10/02/12",13.48236
"10/03/12",13.49461
"10/04/12",13.57536
"10/05/12",13.61015
"10/08/12",13.58365
"10/09/12",13.47353
"10/10/12",13.34497
"10/11/12",13.32639
"10/12/12",13.32885
"10/15/12",13.42423
"10/16/12",13.55178
"10/17/12",13.557
"10/18/12",13.54894
"10/19/12",13.34351
"10/22/12",13.34589
"10/23/12",13.10253
"10/24/12",13.07734
"10/25/12",13.10368
"10/26/12",13.10721
"10/31/12",13.09646
"11/01/12",13.23262
"11/02/12",13.09316
"11/05/12",13.11244
"11/06/12",13.24568
"11/07/12",12.93273
"11/08/12",12.81132
"11/09/12",12.81539
"11/12/12",12.81508
"11/13/12",12.75618
"11/14/12",12.57095
"11/15/12",12.54238
"11/16/12",12.58831
"11/19/12",12.79596
"11/20/12",12.78851
"11/21/12",12.83689
"11/23/12",13.00968
"11/26/12",12.96737
"11/27/12",12.87813
"11/28/12",12.98511
"11/29/12",13.02182
"11/30/12",13.02558
"12/03/12",12.9656
"12/04/12",12.95178
"12/05/12",13.03449
"12/06/12",13.07404
"12/07/12",13.15513
"12/10/12",13.16988
"12/11/12",13.24844
"12/12/12",13.24545
"12/13/12",13.17072
"12/14/12",13.13501
"12/17/12",13.23539
"12/18/12",13.35096
"12/19/12",13.25197
"12/20/12",13.31172
"12/21/12",13.19084
"12/24/12",13.13908
"12/26/12",13.11459
"12/27/12",13.09631
"12/28/12",12.93811
"12/31/12",13.10414
"01/02/13",13.41255
"01/03/13",13.39136
"01/04/13",13.43521
"01/07/13",13.38429
"01/08/13",13.32885
"01/09/13",13.39051
"01/10/13",13.47122
"01/11/13",13.48843
"01/14/13",13.50732
"01/15/13",13.53489
"01/16/13",13.51123
"01/17/13",13.59602
"01/18/13",13.6497
"01/22/13",13.71221
"01/23/13",13.77933
"01/24/13",13.82533
"01/25/13",13.89598
"01/28/13",13.88193
"01/29/13",13.95442
"01/30/13",13.91042
"01/31/13",13.86058
"02/01/13",14.00979
"02/04/13",13.88008
"02/05/13",13.9793
"02/06/13",13.98652
"02/07/13",13.94405
"02/08/13",13.99297
"02/11/13",13.97124
"02/12/13",14.0187
"02/13/13",13.98291
"02/14/13",13.97339
"02/15/13",13.98176
"02/19/13",14.03567
"02/20/13",13.92754
"02/21/13",13.88062
"02/22/13",14.00057
"02/25/13",13.78417
"02/26/13",13.90013
"02/27/13",14.07537
"02/28/13",14.05449
"03/01/13",14.08966
"03/04/13",14.12782
"03/05/13",14.25377
"03/06/13",14.29624
"03/07/13",14.32949
"03/08/13",14.39707
"03/11/13",14.44729
"03/12/13",14.45006
"03/13/13",14.45528
"03/14/13",14.53914
"03/15/13",14.51411
"03/18/13",14.45206
"03/19/13",14.45582
"03/20/13",14.51173
"03/21/13",14.42149
"03/22/13",14.51203
"03/25/13",14.44775
"03/26/13",14.55965
"03/27/13",14.52616
"03/28/13",14.57854
"04/01/13",14.57285
"04/02/13",14.66201
"04/03/13",14.55035
"04/04/13",14.60611
"04/05/13",14.56525
"04/08/13",14.61348
"04/09/13",14.67346
"04/10/13",14.80224
"04/11/13",14.86514
"04/12/13",14.86506
"04/15/13",14.5992
"04/16/13",14.75678
"04/17/13",14.61859
"04/18/13",14.53714
"04/19/13",14.54751
"04/22/13",14.56717
"04/23/13",14.71946
"04/24/13",14.6763
"04/25/13",14.7008
"04/26/13",14.71255
"04/29/13",14.81875
"04/30/13",14.8398
"05/01/13",14.70095
"05/02/13",14.83158
"05/03/13",14.97396
"05/06/13",14.96889
"05/07/13",15.0562
"05/08/13",15.10512
"05/09/13",15.08262
"05/10/13",15.11849
"05/13/13",15.09168
"05/14/13",15.21525
"05/15/13",15.27569
"05/16/13",15.23322
"05/17/13",15.3544
"05/20/13",15.33528
"05/21/13",15.38758
"05/22/13",15.30717
"05/23/13",15.2945
"05/24/13",15.3031
"05/28/13",15.40939
"05/29/13",15.3028
"05/30/13",15.32453
"05/31/13",15.11557
"06/03/13",15.25403
"06/04/13",15.17754
"06/05/13",14.96059
"06/06/13",15.04062
"06/07/13",15.24812
"06/10/13",15.23859
"06/11/13",15.12202
"06/12/13",14.99523
"06/13/13",15.17608
"06/14/13",15.07018
"06/17/13",15.17985
"06/18/13",15.31823
"06/19/13",15.11219
"06/20/13",14.75832
"06/21/13",14.7994
"06/24/13",14.65956
"06/25/13",14.76031
"06/26/13",14.91014
"06/27/13",15.02449
"06/28/13",14.9096
"07/01/13",14.97496
"07/02/13",14.93241
"07/03/13",14.98855
"07/05/13",15.13584
"07/08/13",15.22469
"07/09/13",15.30034
"07/10/13",15.29166
"07/11/13",15.46092
"07/12/13",15.4643
"07/15/13",15.48426
"07/16/13",15.45185
"07/17/13",15.47052
"07/18/13",15.54854
"07/19/13",15.54374
"07/22/13",15.54555
"07/23/13",15.56774
"07/24/13",15.54224
"07/25/13",15.55561
"07/26/13",15.55883
"07/29/13",15.52197
"07/30/13",15.52059
"07/31/13",15.49954
"08/01/13",15.62802
"08/02/13",15.65836
"08/05/13",15.61213
"08/06/13",15.51874
"08/07/13",15.47067
"08/08/13",15.49832
"08/09/13",15.42551
"08/12/13",15.41968
"08/13/13",15.45101
"08/14/13",15.33766
"08/15/13",15.11219
"08/16/13",15.08147
"08/19/13",15.01074
"08/20/13",15.00299
"08/21/13",14.89755
"08/22/13",14.96374
"08/23/13",15.01051
"08/26/13",14.94646
"08/27/13",14.77613
"08/28/13",14.82451
"08/29/13",14.84095
"08/30/13",14.81031
"09/03/13",14.83396
"09/04/13",14.93087
"09/05/13",14.93748
"09/06/13",14.9225
"09/09/13",15.06312
"09/10/13",15.19106
"09/11/13",15.3266
"09/12/13",15.30064
"09/13/13",15.37606
"09/16/13",15.49478
"09/17/13",15.52973
"09/18/13",15.67694
"09/19/13",15.63655
"09/20/13",15.45109
"09/23/13",15.40138
"09/24/13",15.33459
"09/25/13",15.27326
"09/26/13",15.3283
"09/27/13",15.25824
"09/30/13",15.12967
"10/01/13",15.1917
"10/02/13",15.13314
"10/03/13",14.99648
"10/04/13",15.07258
"10/07/13",14.93624
"10/08/13",14.77653
"10/09/13",14.80298
"10/10/13",15.12607
"10/11/13",15.23711
"10/14/13",15.30126
"10/15/13",15.16801
"10/16/13",15.37383
"10/17/13",15.37165
"10/18/13",15.39965
"10/21/13",15.3922
"10/22/13",15.46766
"10/23/13",15.41333
"10/24/13",15.50921
"10/25/13",15.57028
"10/28/13",15.56893
"10/29/13",15.68035
"10/30/13",15.61876
"10/31/13",15.54575
"11/01/13",15.61555
"11/04/13",15.63912
"11/05/13",15.61822
"11/06/13",15.74688
"11/07/13",15.59398
"11/08/13",15.76178
"11/11/13",15.7831
"11/12/13",15.75067
"11/13/13",15.82163
"11/14/13",15.87622
"11/15/13",15.9617
"11/18/13",15.97602
"11/19/13",15.96703
"11/20/13",15.90082
"11/21/13",16.00999
"11/22/13",16.06477
"11/25/13",16.07254
"11/26/13",16.0728
"11/27/13",16.09733
"11/29/13",16.08641
"12/02/13",16.00877
"12/03/13",15.91462
"12/04/13",15.88977
"12/05/13",15.82151
"12/06/13",16.0202
"12/09/13",16.02553
"12/10/13",15.97313
"12/11/13",15.84353
"12/12/13",15.73943
"12/13/13",15.75536
"12/16/13",15.88457
"12/17/13",15.87526
"12/18/13",16.16797
"12/19/13",16.17908
"12/20/13",16.22114
"12/23/13",16.29461
"12/24/13",16.35755
"12/26/13",16.47988
"12/27/13",16.47841
"12/30/13",16.50429
"12/31/13",16.57666
"01/02/14",16.44135
"01/03/14",16.46999
"01/06/14",16.4251
"01/07/14",16.53094
"01/08/14",16.46274
"01/09/14",16.44476
"01/10/14",16.43705
"01/13/14",16.25794
"01/14/14",16.37386
"01/15/14",16.48194
"01/16/14",16.41701
"01/17/14",16.45856
"01/21/14",16.41444
"01/22/14",16.37334
"01/23/14",16.19735
"01/24/14",15.87911
"01/27/14",15.83788
"01/28/14",15.92856
"01/29/14",15.73879
"01/30/14",15.84861
"01/31/14",15.69885
"02/03/14",15.3728
"02/04/14",15.44524
"02/05/14",15.44023
"02/06/14",15.62853
"02/07/14",15.79408
"02/10/14",15.80179
"02/11/14",15.99477
"02/12/14",15.96394
"02/13/14",16.02759
"02/14/14",16.15439
"02/18/14",16.1304
"02/19/14",16.04056
"02/20/14",16.13323
"02/21/14",16.1033
"02/24/14",16.20714
"02/25/14",16.17966
"02/26/14",16.19841
"02/27/14",16.27265
"02/28/14",16.32171
"03/03/14",16.16803
"03/04/14",16.39588
"03/05/14",16.36018
"03/06/14",16.42189
"03/07/14",16.45272
"03/10/14",16.41868
"03/11/14",16.35125
"03/12/14",16.34008
"03/13/14",16.10889
"03/14/14",16.06567
"03/17/14",16.24722
"03/18/14",16.33619
"03/19/14",16.22217
"03/20/14",16.33105
"03/21/14",16.30277
"03/24/14",16.27669
"03/25/14",16.36788
"03/26/14",16.26899
"03/27/14",16.26423
"03/28/14",16.32306
"03/31/14",16.45766
"04/01/14",16.53261
"04/02/14",16.573
"04/03/14",16.57255
"04/04/14",16.41271
"04/07/14",16.24587
"04/08/14",16.25614
"04/09/14",16.43718
"04/10/14",16.17022
"04/11/14",16.02675
"04/14/14",16.17324
"04/15/14",16.26256
"04/16/14",16.42485
"04/17/14",16.40854
"04/21/14",16.44925
"04/22/14",16.51437
"04/23/14",16.50165
"04/24/14",16.50165
"04/25/14",16.36146
"04/28/14",16.44874
"04/29/14",16.53537
"04/30/14",16.58084
"05/01/14",16.55887
"05/02/14",16.51289
"05/05/14",16.53055
"05/06/14",16.40102
"05/07/14",16.51854
"05/08/14",16.55097
"05/09/14",16.58334
"05/12/14",16.69547
"05/13/14",16.71544
"05/14/14",16.61397
"05/15/14",16.44681
"05/16/14",16.49131
"05/19/14",16.51186
"05/20/14",16.37431
"05/21/14",16.53306
"05/22/14",16.54308
"05/23/14",16.60627
"05/27/14",16.6755
"05/28/14",16.63318
"05/29/14",16.69874
"05/30/14",16.71717
"06/02/14",16.74363
"06/03/14",16.72234
"06/04/14",16.73753
"06/05/14",16.83611
"06/06/14",16.92428
"06/09/14",16.9431
"06/10/14",16.94592
"06/11/14",16.84388
"06/12/14",16.73419
"06/13/14",16.77574
"06/16/14",16.78101
"06/17/14",16.80849
"06/18/14",16.90662
"06/19/14",16.92146
"06/20/14",16.94708
"06/23/14",16.93726
"06/24/14",16.81813
"06/25/14",16.86751
"06/26/14",16.84613
"06/27/14",16.85184
"06/30/14",16.8266
"07/01/14",16.95607
"07/02/14",16.97624
"07/03/14",17.06826
"07/07/14",17.02421
"07/08/14",16.90662
"07/09/14",16.98561
"07/10/14",16.91507
"07/11/14",16.94381
"07/14/14",17.05542
"07/15/14",17.06068
"07/16/14",17.1382
"07/17/14",16.97681
"07/18/14",17.10018
"07/21/14",17.05173
"07/22/14",17.11354
"07/23/14",17.08663
"07/24/14",17.0838
"07/25/14",16.96057
"07/28/14",16.98259
"07/29/14",16.91211
"07/30/14",16.88036
"07/31/14",16.5633
"08/01/14",16.49337
"08/04/14",16.56928
"08/05/14",16.42947
"08/06/14",16.44334
"08/07/14",16.36827
"08/08/14",16.55393
"08/11/14",16.56998
"08/12/14",16.56054
"08/13/14",16.6518
"08/14/14",16.71358
"08/15/14",16.66291
"08/18/14",16.83874
"08/19/14",16.91959
"08/20/14",16.97913
